BAMid,Approach Vertical,Vertical Jump,3/4 Court sprint  ,4-Way agility,Reaction Shuttle,BAMScore,Wingspan,Reach,Height,Weight,Body Comp,Hand Width,approach_vertical_rank,vertical_jump_rank,reaction_shuttle_rank,bam_score_rank,wingspan_rank,reach_rank,height_rank,weight_rank,body_comp_rank,hand_width_rank,fourway_rank,courtsprint_rank
1193,36.5,28.0,3.168,11.8929999999999,3.695,1977.0,81.0,99.5,74.5,178.1,19.9,8.25,5,4,4,4,4,4,3,3,4,3,3,3
1132,27.0,23.0,3.963,13.593,3.695,1593.0,83.0,107.0,81.5,231.0,15.0,9.25,2,3,4,1,4,5,5,5,4,4,5,5
903,29.0,22.0,4.591,12.746,3.37,1623.0,82.0,104.0,79.0,197.1,8.25,9.0,3,2,3,2,4,4,4,4,2,4,4,5
1303,28.5,25.5,3.369,11.88,3.417,1916.0,72.5,92.0,70.0,155.0,18.9,8.5,3,3,3,4,2,2,3,3,4,3,3,3
373,,27.0,3.422,12.679,3.67,1794.0,76.5,95.5,74.0,189.0,22.0,8.5,1,4,4,3,3,3,3,4,5,3,4,3
1180,31.0,22.5,,,,1970.0,,,,,,,3,2,1,4,1,1,1,1,1,1,1,1
398,34.5,28.0,3.383,11.893,3.28,2003.0,75.0,93.5,70.0,165.5,17.7,8.5,4,4,3,4,3,3,3,3,4,3,3,3
1476,29.0,24.0,3.322,12.004,3.447,1905.0,75.0,97.0,74.0,190.0,19.8,8.25,3,3,3,4,3,3,3,4,4,3,3,3
1091,32.0,26.5,3.354,11.763,3.239,1998.0,78.0,101.0,78.0,175.0,14.5,9.5,4,4,3,4,3,4,4,3,3,4,3,3
1087,32.0,27.0,3.372,12.448,3.786,1847.0,82.0,103.0,76.0,189.0,9.4,10.0,4,4,5,3,4,4,4,4,3,5,4,3
980,32.5,27.0,3.559,12.157,3.935,1795.0,75.0,95.0,72.5,184.5,18.1,8.25,4,4,5,3,3,3,3,4,4,3,3,4
1177,32.5,25.5,3.272,12.653,3.782,1844.0,72.0,92.0,69.75,141.0,6.2,8.25,4,3,4,3,2,2,2,2,2,3,4,3
1268,37.5,30.0,3.134,11.876,3.099,2112.0,78.5,98.0,73.5,176.0,15.6,8.5,5,5,2,5,4,3,3,3,4,3,3,3
964,35.0,30.5,3.203,10.982,3.227,2125.0,78.0,98.5,75.5,181.9,18.8,8.75,4,5,3,5,3,3,4,4,4,3,2,3
1276,29.0,25.0,3.322,12.824,3.34,1882.0,74.5,94.5,72.0,174.0,15.5,9.25,3,3,3,3,3,3,3,3,4,4,4,3
638,30.5,25.5,3.282,11.9,3.239,1977.0,74.0,96.0,71.0,171.0,20.4,8.75,3,3,3,4,3,3,3,3,5,3,3,3
570,,26.5,3.321,12.184,3.719,1832.0,83.0,104.5,80.0,201.3,23.4,9.0,1,4,4,3,4,4,4,4,5,4,3,3
926,,26.5,3.498,12.069,3.432,1874.0,74.5,95.5,74.0,192.1,19.2,8.25,1,4,3,3,3,3,3,4,4,3,3,4
763,36.0,28.5,3.433,12.397,3.508,1940.0,73.5,92.5,70.5,151.6,7.6,8.25,5,4,4,4,3,2,3,2,2,3,4,3
571,22.5,16.0,3.762,12.522,3.552,1608.0,66.0,87.5,67.5,126.0,14.2,7.75,1,1,4,1,1,2,2,2,3,2,4,4
318,31.5,25.5,3.293,11.5159999999999,3.433,1925.0,75.0,95.5,73.0,176.0,14.1,8.75,3,3,3,4,3,3,3,3,3,3,2,3
686,28.0,24.0,3.414,13.327,3.562,1781.0,85.5,107.0,80.75,183.5,19.7,9.0,2,3,4,3,5,5,5,4,4,4,5,3
806,35.0,29.0,3.431,11.852,3.415,1989.0,83.0,102.5,77.5,178.0,16.4,9.5,4,5,3,4,4,4,4,3,4,4,3,3
211,35.5,28.5,3.388,11.724,3.451,2041.0,78.0,99.0,75.0,149.2,6.1,8.5,5,4,3,5,3,4,3,2,2,3,3,3
1205,33.5,27.5,4.603,12.812,3.94,1581.0,80.0,101.0,77.75,216.0,10.9,9.0,4,4,5,1,4,4,4,5,3,4,4,5
691,35.0,27.5,3.492,11.482,3.427,1984.0,76.5,94.0,71.0,174.2,10.4,9.0,4,4,3,4,3,3,3,3,3,4,2,4
265,27.5,21.5,3.841,12.957,4.205,1536.0,75.0,93.5,73.0,157.0,15.2,9.25,2,2,5,1,3,3,3,3,4,4,5,5
930,41.0,29.5,,,,2280.0,,,,,,,5,5,1,5,1,1,1,1,1,1,1,1
603,32.5,27.0,3.191,12.602,3.544,1929.0,79.5,100.5,73.75,177.5,10.4,10.25,4,4,4,4,4,4,3,3,3,5,4,3
1277,,,3.382,13.404,3.647,1642.0,,,,,,,1,1,4,2,1,1,1,1,1,1,5,3
643,26.0,24.5,3.955,13.2229999999999,3.529,1662.0,82.0,103.0,76.5,261.0,34.5,9.75,2,3,4,2,4,4,4,5,5,5,5,5
464,,,3.42,11.183,3.226,1983.0,72.0,92.0,71.75,150.9,13.5,8.5,1,1,2,4,2,2,3,2,3,3,2,3
274,31.0,23.5,3.474,13.294,3.555,1793.0,82.5,102.0,79.5,201.0,20.2,9.0,3,3,4,3,4,4,4,4,4,4,5,4
784,34.0,28.0,3.115,12.912,3.66,1922.0,75.5,96.5,71.0,173.0,18.5,8.5,4,4,4,4,3,3,3,3,4,3,4,2
886,30.5,25.5,,,,2030.0,,,,,,,3,3,1,5,1,1,1,1,1,1,1,1
764,29.5,22.5,3.424,12.712,3.515,1824.0,81.25,105.5,79.0,208.0,9.9,9.5,3,2,4,3,4,5,4,4,3,4,4,3
675,24.5,18.0,3.386,13.2809999999999,3.675,1665.0,82.5,110.0,82.0,243.4,15.2,9.0,1,1,4,2,4,5,5,5,4,4,5,3
394,34.0,27.0,4.608,12.342,3.269,1749.0,78.5,102.0,78.0,160.6,4.0,8.5,4,4,3,2,4,4,4,3,2,3,4,5
484,36.0,31.0,3.541,12.306,3.24,1984.0,81.5,100.5,74.5,192.5,12.3,8.0,5,5,3,4,4,4,3,4,3,2,4,4
513,37.5,32.0,3.212,11.594,3.358,2077.0,78.5,97.5,74.0,165.8,17.7,9.0,5,5,3,5,4,3,3,3,4,4,3,3
1296,30.0,24.5,3.566,12.251,3.208,1898.0,81.0,99.5,74.5,178.8,19.4,9.25,3,3,2,4,4,4,3,3,4,4,4,4
678,29.5,22.5,3.325,12.8579999999999,3.69,1794.0,71.5,89.0,66.0,111.9,10.6,8.25,3,2,4,3,2,2,2,1,3,3,4,3
1486,33.0,28.5,3.407,11.851,3.684,2016.0,77.0,98.0,73.5,196.4,20.1,8.5,4,4,4,4,3,3,3,4,4,3,3,3
348,36.5,27.0,,,,2162.0,,,,,,,5,4,1,5,1,1,1,1,1,1,1,1
215,31.0,21.5,3.429,12.173,3.684,1882.0,69.0,89.0,70.5,159.5,12.8,8.5,3,2,4,3,2,2,3,3,3,3,3,3
878,31.5,25.0,3.347,12.084,3.213,1962.0,79.0,101.5,76.5,187.0,17.8,9.5,3,3,2,4,4,4,4,4,4,4,3,3
877,29.5,24.5,3.926,12.903,3.536,1719.0,79.0,101.0,77.75,185.6,20.9,9.0,3,3,4,2,4,4,4,4,5,4,4,5
874,,,3.376,12.009,3.496,1835.0,76.0,96.0,73.0,176.0,14.7,8.25,1,1,3,3,3,3,3,3,3,3,3,3
1376,30.5,24.5,9.954,11.86,3.318,1552.0,75.0,94.0,71.5,154.2,13.9,8.25,3,3,3,1,3,3,3,3,3,3,3,5
1355,32.0,24.0,3.408,12.314,3.265,1923.0,79.0,98.5,74.5,191.0,21.2,9.0,4,3,3,4,4,3,3,4,5,4,4,3
765,33.0,22.0,3.725,12.722,3.643,1756.0,79.0,102.0,76.0,184.4,9.0,9.0,4,2,4,3,4,4,4,4,3,4,4,4
1145,35.5,27.5,3.283,12.167,3.492,1972.0,78.0,98.5,73.0,171.0,20.1,8.5,5,4,3,4,3,3,3,3,4,3,3,3
510,35.0,,3.332,11.4259999999999,3.65199999999999,1941.0,76.5,96.5,74.0,212.2,22.6,8.75,4,1,4,4,3,3,3,5,5,3,2,3
1068,34.5,28.0,3.376,13.603,3.436,1875.0,80.5,99.5,74.75,163.0,17.8,9.0,4,4,3,3,4,4,3,3,4,4,5,3
1337,32.5,26.5,3.507,12.663,3.239,1911.0,79.0,101.5,77.0,170.0,14.1,9.0,4,4,3,4,4,4,4,3,3,4,4,4
1293,33.5,27.5,3.215,13.17,3.236,1954.0,76.0,99.0,75.0,167.0,14.3,10.0,4,4,3,4,3,4,3,3,3,5,5,3
432,34.0,28.0,3.388,11.3929999999999,3.491,1997.0,80.0,99.5,75.5,168.8,6.4,9.0,4,4,3,4,4,4,4,3,2,4,2,3
946,30.0,25.0,3.386,13.171,3.594,1814.0,84.5,108.0,80.5,196.2,9.8,9.5,3,3,4,3,5,5,5,4,3,4,5,3
1448,37.0,29.5,3.22,11.703,3.083,2101.0,76.0,97.5,74.5,185.0,18.8,9.75,5,5,2,5,3,3,3,4,4,5,3,3
248,38.5,30.0,3.245,11.8809999999999,3.676,1994.0,71.5,89.5,68.25,166.0,20.3,8.0,5,5,4,4,2,2,2,3,5,2,3,3
735,32.5,28.0,3.372,11.718,3.22399999999999,2013.0,75.0,93.0,72.0,169.8,17.1,8.25,4,4,2,4,3,3,3,3,4,3,3,3
1362,34.0,26.5,3.384,12.988,3.819,1812.0,75.5,98.0,74.0,160.0,14.2,8.5,4,4,5,3,3,3,3,3,3,3,5,3
1224,30.5,26.0,3.425,12.173,3.361,1922.0,77.0,98.5,73.5,159.2,8.8,8.0,3,4,3,4,3,3,3,3,3,2,3,3
476,27.5,20.5,3.605,12.229,3.882,1687.0,81.25,104.0,78.5,210.3,11.3,10.0,2,2,5,2,4,4,4,5,3,5,3,4
1397,32.5,24.5,3.286,11.481,2.962,2055.0,76.0,99.0,76.5,173.0,14.4,8.25,4,3,2,5,3,4,4,3,3,3,2,3
1245,30.0,24.5,3.724,13.212,3.714,1712.0,81.0,102.0,78.5,214.0,19.9,9.5,3,3,4,2,4,4,4,5,4,4,5,4
359,28.5,21.0,3.335,12.616,3.446,1830.0,70.0,91.5,71.0,138.0,6.8,7.75,3,2,3,3,2,2,3,2,2,2,4,3
285,30.0,23.5,3.442,13.284,3.244,1819.0,77.0,96.5,74.0,189.0,18.9,8.0,3,3,3,3,3,3,3,4,4,2,5,3
507,35.5,30.5,3.376,11.639,3.536,2001.0,76.25,96.0,71.75,189.2,13.0,8.75,5,5,4,4,3,3,3,4,3,3,3,3
706,26.0,20.5,3.692,11.576,3.187,1837.0,71.75,91.0,71.0,139.8,4.0,8.75,2,2,2,3,2,2,3,2,2,3,2,4
1412,30.5,24.5,3.567,13.235,4.145,1643.0,78.0,99.0,75.0,202.4,29.0,8.5,3,3,5,2,3,4,3,4,5,3,5,4
876,30.5,25.5,3.523,12.584,3.388,1864.0,81.0,103.5,78.5,190.2,16.3,9.5,3,3,3,3,4,4,4,4,4,4,4,4
1006,30.0,24.0,3.475,12.745,3.906,1740.0,78.25,99.0,75.5,196.2,21.0,9.75,3,3,5,2,4,4,4,4,5,5,4,4
297,31.0,23.5,3.382,12.663,3.81399999999999,1790.0,79.5,101.0,76.0,181.4,12.1,8.0,3,3,5,3,4,4,4,4,3,2,4,3
465,35.0,26.0,3.279,11.792,3.548,1971.0,77.5,96.5,72.5,146.3,8.6,8.25,4,4,4,4,3,3,3,2,2,3,3,3
393,34.5,28.5,3.307,12.082,3.476,1978.0,78.0,101.0,78.0,195.0,20.1,9.0,4,4,3,4,3,4,4,4,4,4,3,3
716,33.5,25.5,3.53,11.779,3.595,1902.0,80.0,97.0,73.5,205.5,23.7,8.75,4,3,4,4,4,3,3,4,5,3,3,4
1158,22.0,18.5,4.45,13.093,3.767,1438.0,80.5,105.0,80.5,0.0,0.0,9.75,1,1,4,1,4,5,5,1,1,5,5,5
1319,33.0,28.0,3.343,11.084,3.301,2049.0,77.0,98.5,75.5,197.0,16.8,8.25,4,4,3,5,3,3,4,4,4,3,2,3
1436,35.0,27.0,3.413,12.148,3.565,1932.0,80.5,100.5,77.0,184.45,15.9,8.5,4,4,4,4,4,4,4,4,4,3,3,3
459,31.0,27.0,3.237,12.263,3.328,1966.0,79.5,103.5,79.0,200.0,19.9,9.0,3,4,3,4,4,4,4,4,4,4,4,3
865,34.0,28.0,3.234,13.033,3.41899999999999,1937.0,83.5,105.5,79.0,187.7,17.6,9.5,4,4,3,4,5,5,4,4,4,4,5,3
433,39.0,30.5,3.116,11.372,3.929,1995.0,78.75,97.5,73.0,170.6,10.2,9.0,5,5,5,4,4,3,3,3,3,4,2,2
1237,30.5,24.5,3.424,12.738,3.552,1842.0,76.0,95.5,71.75,224.2,19.9,9.25,3,3,4,3,3,3,3,5,4,4,4,3
1135,32.5,28.5,3.13,11.3129999999999,3.108,2108.0,73.0,93.0,72.0,147.4,12.2,7.75,4,4,2,5,3,3,3,2,3,2,2,3
866,34.5,26.5,3.417,11.922,3.377,1970.0,83.0,104.0,78.5,228.7,25.4,9.0,4,4,3,4,4,4,4,5,5,4,3,3
623,30.0,24.5,3.376,11.9409999999999,3.50399999999999,1904.0,77.5,99.0,76.25,202.6,11.3,9.0,3,3,3,4,3,4,4,4,3,4,3,3
1323,,17.5,3.393,11.457,3.531,1799.0,79.0,100.5,77.0,195.4,15.9,8.75,1,1,4,3,4,4,4,4,4,3,2,3
596,34.0,28.0,3.244,11.0209999999999,3.304,2079.0,72.0,92.0,71.0,158.7,17.6,8.25,4,4,3,5,2,2,3,3,4,3,2,3
777,,19.0,3.281,11.527,3.851,1755.0,78.0,100.5,76.5,224.9,24.4,9.0,1,1,5,2,3,4,4,5,5,4,2,3
1514,29.5,21.5,3.524,12.413,3.296,1838.0,76.0,98.5,75.0,146.0,6.1,8.25,3,2,3,3,3,3,3,2,2,3,4,4
1152,32.5,,3.386,12.24,3.208,2044.0,83.0,98.0,78.0,196.0,9.1,9.0,4,1,2,5,4,3,4,4,3,4,3,3
1108,37.0,29.5,3.416,12.579,3.946,1842.0,80.0,99.5,75.0,177.2,7.1,8.5,5,5,5,3,4,4,3,3,2,3,4,3
1174,28.0,23.5,3.431,12.193,3.281,1891.0,78.0,98.0,76.0,186.0,18.8,7.75,2,3,3,4,3,3,4,4,4,2,3,3
640,29.5,23.0,3.61,,3.291,1892.0,80.0,101.5,79.0,189.6,18.9,8.75,3,3,3,4,4,4,4,4,4,3,1,4
460,32.5,26.5,3.406,11.486,3.419,1970.0,73.0,97.5,74.5,170.0,6.3,8.25,4,4,3,4,3,3,3,3,2,3,2,3
816,,32.0,3.388,13.162,3.813,1759.0,78.5,99.0,75.25,175.2,7.1,8.5,1,5,5,3,4,4,4,3,2,3,5,3
1490,37.0,29.0,3.808,11.929,3.337,2175.0,150.0,77.0,190.7,190.7,9.0,8.5,5,5,3,5,5,1,5,4,3,3,3,4
298,33.5,29.0,3.446,11.94,3.696,1913.0,80.0,103.0,81.0,162.5,14.9,8.75,4,5,4,4,4,4,5,3,3,3,3,3
1236,31.0,25.0,3.186,11.186,3.534,1991.0,72.5,91.0,71.0,151.3,15.2,8.25,3,3,4,4,2,2,3,2,4,3,2,3
744,32.0,28.0,3.627,11.825,3.382,1948.0,73.75,92.5,69.75,192.9,23.6,8.5,4,4,3,4,3,2,2,4,5,3,3,4
203,32.5,24.5,3.412,11.625,3.268,1976.0,75.0,96.5,74.5,162.4,16.8,8.25,4,3,3,4,3,3,3,3,4,3,3,3
940,,28.5,3.588,12.795,3.54399999999999,1792.0,77.5,99.5,74.5,176.8,16.6,9.25,1,4,4,3,3,4,3,3,4,4,4,4
1348,,,3.43,11.511,3.29,1927.0,74.0,96.0,73.25,146.5,11.5,8.0,1,1,3,4,3,3,3,2,3,2,2,3
550,37.0,28.5,3.194,10.3709999999999,3.207,2178.0,71.5,90.5,71.0,169.2,14.5,8.5,5,4,2,5,2,2,3,3,3,3,1,3
1354,34.0,28.0,3.296,12.305,3.721,1908.0,75.0,93.0,70.0,152.8,14.0,8.0,4,4,4,4,3,3,3,3,3,2,4,3
228,31.0,26.0,3.46,12.184,3.079,1959.0,79.0,98.0,74.0,190.0,17.5,9.75,3,4,2,4,4,3,3,4,4,5,3,3
1469,25.5,16.5,3.475,12.296,3.521,1722.0,75.5,95.5,70.0,191.0,22.1,8.5,2,1,4,2,3,3,3,4,5,3,4,4
1255,32.0,25.5,3.723,12.615,,1840.0,80.0,99.5,78.5,174.4,17.0,9.0,4,3,1,3,4,4,4,3,4,4,4,4
633,29.5,25.0,3.568,13.451,3.302,1802.0,85.5,108.0,81.5,192.0,17.6,10.25,3,3,3,3,5,5,5,4,4,5,5,4
1171,26.5,21.0,3.513,12.641,3.303,1794.0,73.0,94.0,70.0,171.0,17.4,8.75,2,2,3,3,3,3,3,3,4,3,4,4
351,35.5,26.0,3.304,12.078,3.38,1982.0,79.0,102.5,77.75,182.0,12.9,8.5,5,4,3,4,4,4,4,4,3,3,3,3
696,29.5,23.0,3.523,12.958,3.69,1759.0,77.25,98.0,72.5,184.2,12.7,8.0,3,3,4,3,3,3,3,4,3,2,5,4
1039,34.0,27.0,3.382,13.785,3.89,1746.0,83.0,105.0,80.0,224.0,14.1,8.75,4,4,5,2,4,5,4,5,3,3,5,3
1442,40.0,31.5,3.143,10.999,3.288,2155.0,79.0,98.5,74.0,166.1,12.7,8.25,5,5,3,5,4,3,3,3,3,3,2,3
988,26.0,19.0,3.657,12.513,3.689,1681.0,75.0,96.5,74.5,183.0,21.0,8.5,2,1,4,2,3,3,3,4,5,3,4,4
1427,31.0,24.0,3.453,12.634,3.754,1792.0,70.5,89.5,67.5,135.0,13.4,8.75,3,3,4,3,2,2,2,2,3,3,4,3
1484,29.0,23.0,3.643,12.575,3.224,1836.0,77.0,98.5,74.0,203.0,20.3,9.0,3,3,2,3,3,3,3,4,5,4,4,4
1516,25.0,20.5,3.388,11.66,3.653,1801.0,76.0,95.0,72.0,176.4,22.9,8.5,2,2,4,3,3,3,3,3,5,3,3,3
551,28.5,25.5,3.551,11.372,3.461,1906.0,76.0,96.0,73.0,144.2,14.3,8.75,3,3,3,4,3,3,3,2,3,3,2,4
1038,32.5,25.5,3.456,12.517,3.74,1830.0,77.5,96.5,73.0,231.4,20.0,8.5,4,3,4,3,3,3,3,5,4,3,4,3
904,35.0,27.5,3.279,11.013,3.11,2107.0,76.5,97.0,74.0,172.0,16.1,8.5,4,4,2,5,3,3,3,3,4,3,2,3
232,35.5,29.0,3.4,11.952,3.086,2041.0,77.0,97.0,73.0,170.0,10.2,8.75,5,5,2,5,3,3,3,3,3,3,3,3
658,29.5,23.0,3.424,12.373,3.61,1833.0,75.75,96.0,72.0,225.4,19.0,9.0,3,3,4,3,3,3,3,5,4,4,4,3
501,36.0,29.5,3.303,11.862,4.175,1852.0,72.0,93.0,70.5,167.0,13.5,8.5,5,5,5,3,2,3,3,3,3,3,3,3
937,34.0,25.5,3.274,11.743,3.201,2023.0,72.5,92.0,69.5,132.2,12.6,7.75,4,3,2,4,2,2,2,2,3,2,3,3
734,29.0,23.5,3.388,12.2679999999999,3.433,1879.0,76.75,101.5,77.5,201.4,8.6,9.5,3,3,3,3,3,4,4,4,2,4,4,3
1143,,,3.479,11.564,3.19,1932.0,,,,,,,1,1,2,4,1,1,1,1,1,1,2,4
713,31.0,24.0,3.453,13.036,3.28,1866.0,74.0,93.0,70.75,161.8,18.3,8.25,3,3,3,3,3,3,3,3,4,3,5,3
506,35.0,27.0,3.388,11.924,3.55899999999999,1951.0,76.5,97.5,73.5,166.0,13.7,9.0,4,4,4,4,3,3,3,3,3,4,3,3
1482,35.0,26.5,3.153,12.354,3.464,1984.0,81.0,98.0,74.25,175.5,12.8,9.0,4,4,3,4,4,3,3,3,3,4,4,3
1214,34.0,26.5,3.388,11.807,3.447,1968.0,77.0,98.5,74.5,182.0,7.7,9.25,4,4,3,4,3,3,3,4,2,4,3,3
1339,31.0,25.0,3.47,12.928,3.422,1848.0,80.0,103.0,77.0,215.0,27.0,10.25,3,3,3,3,4,4,4,5,5,5,5,4
1148,26.5,21.5,3.406,11.839,3.531,1831.0,76.0,96.5,73.5,171.7,17.3,8.25,2,2,4,3,3,3,3,3,4,3,3,3
827,,,3.278,11.777,3.617,1845.0,76.0,94.0,70.0,187.9,22.6,8.25,1,1,4,3,3,3,3,4,5,3,3,3
818,36.5,25.5,3.632,12.724,3.494,1862.0,84.25,106.5,79.0,207.1,13.2,8.5,5,3,3,3,5,5,4,4,3,3,4,4
620,,,3.409,12.68,3.50399999999999,1758.0,75.5,94.5,71.0,170.7,17.8,8.25,1,1,3,3,3,3,3,3,4,3,4,3
1492,35.0,30.0,3.281,11.95,3.631,1974.0,80.0,101.0,74.5,165.0,15.7,9.5,4,5,4,4,4,4,3,3,4,4,3,3
1257,31.0,26.0,3.386,11.805,3.373,1952.0,74.75,96.0,74.25,171.4,7.2,8.5,3,4,3,4,3,3,3,3,2,3,3,3
409,29.5,23.5,3.458,12.432,3.414,1857.0,80.0,104.0,77.0,212.0,23.9,9.5,3,3,3,3,4,4,4,5,5,4,4,3
833,29.5,24.5,3.199,12.001,3.668,1893.0,73.0,95.0,74.0,164.6,11.1,8.0,3,3,4,4,3,3,3,3,3,2,3,3
377,29.0,22.5,3.376,12.323,3.51899999999999,1851.0,73.5,95.5,74.5,164.0,7.0,7.5,3,2,4,3,3,3,3,3,2,1,4,3
957,28.0,25.0,3.261,,3.332,1959.0,82.0,103.5,76.0,188.0,20.3,9.25,2,3,3,4,4,4,4,4,5,4,1,3
751,30.5,23.0,3.423,11.705,3.641,1873.0,74.0,93.0,71.0,149.2,7.1,8.0,3,3,4,3,3,3,3,2,2,2,3,3
753,33.5,26.5,3.605,12.492,3.772,1811.0,78.25,96.0,74.0,166.5,7.0,9.0,4,4,4,3,4,3,3,3,2,4,4,4
1163,23.0,26.0,3.557,12.138,3.586,1796.0,79.0,98.0,73.5,217.8,17.1,10.25,1,4,4,3,4,3,3,5,4,5,3,4
1449,27.5,23.0,3.424,12.9829999999999,3.578,2019.0,76.5,97.0,72.25,177.8,11.0,8.0,2,3,4,4,3,3,3,3,3,2,5,3
375,28.5,28.5,3.339,11.571,3.236,1994.0,73.0,93.0,70.5,150.0,11.8,7.5,3,4,3,4,3,3,3,2,3,1,2,3
843,27.5,23.5,3.702,,3.873,1698.0,85.0,104.0,76.5,235.8,28.4,9.5,2,3,5,2,5,4,4,5,5,4,1,4
694,27.5,23.0,3.497,12.055,3.304,1868.0,74.5,96.5,72.5,181.0,9.6,8.25,2,3,3,3,3,3,3,4,3,3,3,4
828,39.0,30.5,3.47,12.104,3.369,2006.0,81.75,104.5,80.5,181.9,5.8,9.25,5,5,3,4,4,4,5,4,2,4,3,4
1507,30.5,24.0,3.516,13.132,3.566,1792.0,78.5,102.0,76.5,162.25,13.4,9.5,3,3,4,3,4,4,4,3,3,4,5,4
830,32.0,24.5,3.193,12.268,4.131,1785.0,79.5,102.0,74.5,161.25,11.1,8.25,4,3,5,3,4,4,3,3,3,3,4,3
906,31.0,23.0,4.03,12.148,3.573,1730.0,80.25,104.5,80.0,191.9,9.5,8.75,3,3,4,2,4,4,4,4,3,3,3,5
508,31.0,25.0,3.581,13.184,3.583,1779.0,77.5,101.0,76.0,189.0,15.7,10.0,3,3,4,3,3,4,4,4,4,5,5,4
380,30.5,24.0,3.463,11.615,3.174,2161.0,64.125,50.5,37.875,95.75,7.55,4.5,3,3,2,5,1,1,1,1,2,1,3,3
466,26.5,21.5,3.643,12.911,3.53899999999999,1720.0,81.5,104.0,79.0,226.0,15.0,8.5,2,2,4,2,4,4,4,5,4,3,4,4
461,31.0,24.0,3.549,11.119,3.248,1968.0,72.5,90.0,69.5,153.4,15.9,8.5,3,3,3,4,2,2,2,3,4,3,2,4
968,30.0,24.0,3.453,11.648,3.189,1951.0,77.5,97.5,72.0,191.0,23.0,9.5,3,3,2,4,3,3,3,4,5,4,3,3
1369,36.0,29.0,3.376,11.634,3.081,2072.0,76.5,95.5,73.0,168.0,8.45,8.5,5,5,2,5,3,3,3,3,2,3,3,3
498,32.5,26.0,3.522,13.056,3.385,1856.0,81.0,102.5,76.0,176.0,9.5,9.0,4,4,3,3,4,4,4,3,3,4,5,4
1141,37.0,32.5,3.528,13.08,3.601,1881.0,79.0,102.5,77.5,175.0,14.1,9.25,5,5,4,3,4,4,4,3,3,4,5,4
1182,30.0,26.0,3.379,12.197,3.259,1937.0,72.5,92.0,70.5,161.0,17.5,9.5,3,4,3,4,2,2,3,3,4,4,3,3
387,34.5,28.5,3.137,12.35,4.088,1855.0,72.25,92.5,70.5,144.5,8.3,7.5,4,4,5,3,2,2,3,2,2,1,4,3
237,32.0,16.5,3.301,13.814,3.53899999999999,1705.0,77.0,96.0,73.5,176.0,17.8,8.75,4,1,4,2,3,3,3,3,4,3,5,3
1463,28.0,23.5,3.683,12.155,3.241,1844.0,83.0,105.5,80.0,218.2,12.6,9.25,2,3,3,3,4,5,4,5,3,4,3,4
1422,38.5,31.5,3.586,12.393,3.53,1937.0,75.25,95.5,73.0,156.5,4.0,,5,5,4,4,3,3,3,3,2,1,4,4
892,32.0,27.5,3.357,12.242,3.908,1836.0,79.0,97.5,74.5,196.0,9.6,9.5,4,4,5,3,4,3,3,4,3,4,3,3
548,38.0,30.0,3.292,11.36,3.305,2080.0,75.5,95.0,72.0,185.0,7.7,9.0,5,5,3,5,3,3,3,4,2,4,2,3
575,35.0,30.0,3.422,12.5959999999999,3.739,1887.0,78.75,97.5,74.25,164.0,20.6,8.25,4,5,4,3,4,3,3,3,5,3,4,3
414,31.5,26.0,3.842,12.225,3.319,1826.0,77.0,98.5,74.0,160.0,11.5,9.25,3,4,3,3,3,3,3,3,3,4,3,5
1291,22.0,18.5,3.353,11.708,3.488,1797.0,79.0,97.5,72.0,161.0,14.3,8.75,1,1,3,3,4,3,3,3,3,3,3,3
1247,28.5,24.5,3.661,12.687,3.789,1726.0,79.25,101.0,75.5,173.1,10.0,9.0,3,3,5,2,4,4,4,3,3,4,4,4
1445,32.0,24.0,3.327,11.045,3.36899999999999,2004.0,75.0,93.0,69.5,177.5,24.1,8.5,4,3,3,4,3,3,2,3,5,3,2,3
505,39.5,28.5,3.468,11.149,3.218,2080.0,81.0,100.0,76.25,195.8,16.6,10.0,5,4,2,5,4,4,4,4,4,5,2,4
1399,28.5,24.5,3.388,12.088,3.057,1952.0,81.5,105.0,79.0,171.0,14.9,10.25,3,3,2,4,4,5,4,3,3,5,3,3
677,34.0,24.0,3.55,12.498,3.902,1773.0,72.0,91.0,69.5,148.0,12.4,8.0,4,3,5,3,2,2,2,2,3,2,4,4
321,28.5,23.5,3.564,12.453,3.328,1842.0,75.0,99.0,75.0,209.0,22.4,9.0,3,3,3,3,3,4,3,4,5,4,4,4
307,38.0,29.0,3.278,11.972,3.4,2079.0,78.0,96.5,74.0,176.1,8.0,9.0,5,5,3,5,3,3,3,3,2,4,3,3
810,26.0,22.5,3.78,13.332,4.098,1541.0,76.0,100.0,77.0,172.2,15.6,8.5,2,2,5,1,3,4,4,3,4,3,5,4
983,37.5,31.0,3.337,11.934,3.642,1979.0,79.0,94.5,72.5,169.2,20.6,8.75,5,5,4,4,4,3,3,3,5,3,3,3
1144,31.5,24.5,3.5,12.4709999999999,3.481,1865.0,82.5,104.0,79.0,152.0,7.0,9.5,3,3,3,3,4,4,4,2,2,4,4,4
1167,28.0,24.5,3.545,,3.562,1849.0,84.0,104.0,79.5,180.4,15.9,9.5,2,3,4,3,5,4,4,3,4,4,1,4
649,35.5,30.5,3.187,11.4959999999999,3.366,2072.0,78.5,97.0,75.0,171.8,13.9,8.25,5,5,3,5,4,3,3,3,3,3,2,3
